"sobjectName","sobjectLabel","name","label","type","length","nillable","referenceTo","relationshipName","unique","updateable","inlineHelpText","picklistValues","externalId"
"ExpressionSet","Expression Set","Id","Expression Set ID","id",18,false,"[]",,false,false,,"[]",false
"ExpressionSet","Expression Set","OwnerId","Owner ID","reference",18,false,"[""Group"",""User""]","Owner",false,true,,"[]",false
"ExpressionSet","Expression Set","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"ExpressionSet","Expression Set","Name","Name","string",255,false,"[]",,false,true,,"[]",false
"ExpressionSet","Expression Set","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"ExpressionSet","Expression Set","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"ExpressionSet","Expression Set","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"ExpressionSet","Expression Set","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"ExpressionSet","Expression Set","SystemModstamp","System Modstamp","datetime",0,false,"[]",,false,false,,"[]",false
"ExpressionSet","Expression Set","LastViewedDate","Last Viewed Date","datetime",0,true,"[]",,false,false,,"[]",false
"ExpressionSet","Expression Set","LastReferencedDate","Last Referenced Date","datetime",0,true,"[]",,false,false,,"[]",false
"ExpressionSet","Expression Set","Description","Description","string",255,true,"[]",,false,true,,"[]",false
"ExpressionSet","Expression Set","ApiName","API Name","string",80,true,"[]",,true,true,,"[]",false
"ExpressionSet","Expression Set","ExpressionSetDefinitionId","ExpressionSetDefinition ID","reference",18,false,"[""ExpressionSetDefinition""]","ExpressionSetDefinition",false,true,,"[]",false
"ExpressionSet","Expression Set","UsageType","Usage Type","picklist",255,false,"[]",,false,true,,"[""Default"",""Pricing"",""Record Alert"",""Product Qualification"",""Product Category Qualification"",""Financial Services Cloud"",""Rating"",""Pricing Discovery"",""Decomposition Enrichment Mapping""]",false
"ExpressionSet","Expression Set","InterfaceSourceType","Interface Source Type","picklist",255,true,"[]",,false,true,,"[""Pricing Procedure"",""Qualification Procedure"",""Sample"",""Event Orchestration"",""Rating Procedure"",""Discovery Procedure"",""Constraint"",""Rating Discovery Procedure"",""GPA Calculation Procedure"",""Bre""]",false
"ExpressionSet","Expression Set","ExecutionScale","Execution Scale","picklist",255,true,"[]",,false,false,,"[""Low"",""High""]",false
"ExpressionSet","Expression Set","ResourceInitializationType","Resource Initialization Type","picklist",255,true,"[]",,false,true,,"[""Default"",""Off""]",false
