"sobjectName","sobjectLabel","name","label","type","length","nillable","referenceTo","relationshipName","unique","updateable","inlineHelpText","picklistValues","externalId"
"ProductCategory","Category","Id","Category ID","id",18,false,"[]",,false,false,,"[]",false
"ProductCategory","Category","IsDeleted","Deleted","boolean",0,false,"[]",,false,false,,"[]",false
"ProductCategory","Category","Name","Name","string",200,false,"[]",,false,true,,"[]",false
"ProductCategory","Category","CreatedDate","Created Date","datetime",0,false,"[]",,false,false,,"[]",false
"ProductCategory","Category","CreatedById","Created By ID","reference",18,false,"[""User""]","CreatedBy",false,false,,"[]",false
"ProductCategory","Category","LastModifiedDate","Last Modified Date","datetime",0,false,"[]",,false,false,,"[]",false
"ProductCategory","Category","LastModifiedById","Last Modified By ID","reference",18,false,"[""User""]","LastModifiedBy",false,false,,"[]",false
"ProductCategory","Category","SystemModstamp","System Modstamp","datetime",0,false,"[]",,false,false,,"[]",false
"ProductCategory","Category","LastViewedDate","Last Viewed Date","datetime",0,true,"[]",,false,false,,"[]",false
"ProductCategory","Category","LastReferencedDate","Last Referenced Date","datetime",0,true,"[]",,false,false,,"[]",false
"ProductCategory","Category","CatalogId","Catalog ID","reference",18,false,"[""ProductCatalog""]","Catalog",false,false,,"[]",false
"ProductCategory","Category","ParentCategoryId","Category ID","reference",18,true,"[""ProductCategory""]","ParentCategory",false,true,,"[]",false
"ProductCategory","Category","Description","Description","textarea",255,true,"[]",,false,true,,"[]",false
"ProductCategory","Category","NumberOfProducts","Number of Products","int",0,true,"[]",,false,false,,"[]",false
"ProductCategory","Category","SortOrder","Sort Order","int",0,true,"[]",,false,true,,"[]",false
"ProductCategory","Category","IsNavigational","Show In Menu","boolean",0,false,"[]",,false,true,,"[]",false
"ProductCategory","Category","Code","Code","string",255,true,"[]",,true,true,,"[]",false
